	30.26	-57.30	areal	-2120	-7464	3810
16:53:04.587 -> euler	-24.83	-12.52	23.65	areal	1297	722	-522
16:53:04.587 -> euler	-25.00	-13.13	24.16	areal	1354	775	-491
16:53:04.587 -> euler	-25.06	-13.74	24.67	areal	1391	830	-455
16:53:04.627 -> euler	-25.03	-14.34	25.18	areal	1399	878	-405
16:53:04.627 -> euler	-24.95	-14.93	25.67	areal	1400	948	-352
16:53:04.627 -> euler	-24.86	-15.50	26.15	areal	1396	1009	-298
16:53:04.627 -> euler	-24.78	-16.03	26.61	areal	1395	1064	-247
16:53:04.667 -> euler	-24.69	-16.55	27.05	areal	1403	1115	-193
16:53:04.667 -> euler	-24.57	-17.02	27.47	areal	1425	1185	-140
16:53:04.667 -> euler	-24.39	-17.47	27.87	areal	1449	1250	-91
16:53:04.667 -> euler	-24.18	-17.87	28.25	areal	1477	1307	-46
16:53:04.707 -> euler	-23.96	-18.26	28.60	areal	1520	1349	-7
16:53:04.707 -> euler	-23.73	-18.60	28.94	areal	1578	1388	26
16:53:04.707 -> euler	-23.49	-18.91	29.24	areal	1651	1428	55
16:53:04.707 -> euler	-23.25	-19.19	29.51	areal	1728	1475	89
16:53:04.748 -> euler	-23.03	-19.45	29.76	areal	1795	1527	124
16:53:04.748 -> euler	-22.86	-19.69	29.97	areal	1858	1562	155
16:53:04.748 -> euler	-22.70	-19.90	30.16	areal	1929	1608	188
16:53:04.748 -> euler	-22.56	-20.09	30.32	areal	1999	1626	225
16:53:04.784 -> euler	-22.46	-20.25	30.46	areal	2058	1596	262
16:53:04.784 -> euler	-22.43	-20.40	30.58	areal	2078	1494	294
16:53:04.784 -> euler	-22.56	-20.53	30.66	areal	2032	1358	341
16:53:04.784 -> euler	-22.86	-20.65	30.66	areal	2033	1293	377
16:53:04.819 -> euler	-23.32	-20.73	30.60	areal	2049	1221	385
16:53:04.819 -> euler	-23.87	-20.79	30.50	areal	2093	1133	376
16:53:04.819 -> euler	-24.43	-20.84	30.34	areal	2150	1068	378
16:53:04.854 -> euler	-24.96	-20.86	30.13	areal	2226	1007	380
16:53:04.854 -> euler	-25.39	-20.89	29.88	areal	2262	946	390
16:53:04.854 -> euler	-25.70	-20.90	29.58	areal	2281	896	394
16:53:04.854 -> euler	-25.87	-20.91	29.25	areal	2290	868	383
16:53:04.900 -> euler	-25.91	-20.91	28.88	areal	2295	857	363
16:53:04.900 -> euler	-25.88	-20.89	28.48	areal	2297	854	341
16:53:04.900 -> euler	-25.81	-20.87	28.05	areal	2299	856	315
16:53:04.900 -> euler	-25.77	-20.84	27.61	areal	2296	864	290
16:53:04.900 -> euler	-25.73	-20.80	27.14	areal	2292	867	271
16:53:04.939 -> euler	-25.69	-20.75	26.67	areal	2293	863	256
16:53:04.939 -> euler	-25.63	-20.70	26.19	areal	2301	855	254
16:53:04.939 -> euler	-25.52	-20.63	25.72	areal	2313	834	258
16:53:04.979 -> euler	-25.40	-20.56	25.26	areal	2318	815	259
16:53:04.979 -> euler	-25.27	-20.49	24.80	areal	2323	794	262
16:53:04.979 -> euler	-25.17	-20.41	24.36	areal	2318	758	262
16:53:04.979 -> euler	-25.09	-20.34	23.94	areal	2315	701	265
16:53:05.020 -> euler	-25.01	-20.26	23.53	areal	2301	649	263
16:53:05.020 -> euler	-24.95	-20.19	23.14	areal	2278	586	259
16:53:05.020 -> euler	-24.90	-20.12	22.77	areal	2261	510	248
16:53:05.020 -> euler	-24.86	-20.04	22.40	areal	2243	439	239
16:53:05.020 -> euler	-24.80	-19.97	22.05	areal	2228	384	225
16:53:05.068 -> euler	-24.71	-19.90	21.71	areal	2215	337	213
16:53:05.068 -> euler	-24.56	-19.84	21.39	areal	2201	296	206
16:53:05.068 -> euler	-24.38	-19.77	21.09	areal	2179	262	206
16:53:05.068 -> euler	-24.13	-19.72	20.79	areal	2153	240	201
16:53:05.105 -> euler	-23.85	-19.66	20.52	areal	2128	221	199
16:53:05.105 -> euler	-23.55	-19.60	20.27	areal	2104	199	197
16:53:05.105 -> euler	-23.26	-19.54	20.01	areal	2076	172	193
16:53:05.105 -> euler	-22.97	-19.48	19.78	areal	2044	135	189
16:53:05.141 -> euler	-22.64	-19.42	19.56	areal	2008	100	184
16:53:05.141 -> euler	-22.28	-19.36	19.36	areal	1967	77	168
16:53:05.141 -> euler	-21.88	-19.30	19.15	areal	1926	59	150
16:53:05.141 -> euler	-21.50	-19.23	18.96	areal	1871	52	135
16:53:05.184 -> euler	-21.12	-19.16	18.77	areal	1814	41	116
16:53:05.184 -> euler	-20.74	-19.08	18.59	areal	1755	24	94
16:53:05.184 -> euler	-20.40	-18.99	18.41	areal	1704	3	75
16:53:05.184 -> euler	-20.07	-18.88	18.23	areal	1660	-16	60
16:53:05.219 -> euler	-19.76	-18.76	18.06	areal	1627	-36	52
16:53:05.219 -> euler	-19.45	-18.63	17.89	areal	1605	-60	52
16:53:05.219 -> euler	-19.12	-18.48	17.72	areal	1597	-70	55
16:53:05.253 -> euler	-18.81	-18.32	17.55	areal	1590	-72	57
16:53:05.253 -> euler	-18.51	-18.16	17.39	areal	1584	-67	60
16:53:05.253 -> euler	-18.23	-17.98	17.24	areal	1564	-68	62
16:53:05.253 -> euler	-18.00	-17.80	17.10	areal	1544	-72	65
16:53:05.300 -> euler	-17.81	-17.61	16.95	areal	1521	-76	71
16:53:05.300 -> euler	-17.67	-17.40	16.82	areal	1495	-81	77
16:53:05.300 -> euler	-17.59	-17.19	16.70	areal	1468	-87	82
16:53:05.300 -> euler	-17.56	-16.97	16.58	areal	1440	-98	90
16:53:05.300 -> euler	-17.55	-16.74	16.47	areal	1407	-108	94
16:53:05.336 -> euler	-17.53	-16.50	16.36	areal	1375	-112	88
16:53:05.336 -> euler	-17.49	-16.27	16.26	areal	1342	-118	79
16:53:05.336 -> euler	-17.45	-16.03	16.18	areal	1310	-107	66
16:53:05.369 -> euler	-17.42	-15.79	16.09	areal	1281	-91	45
16:53:05.369 -> euler	-17.43	-15.55	16.02	areal	1260	-76	19
16:53:05.369 -> euler	-17.51	-15.30	15.95	areal	1242	-65	-5
16:53:05.417 -> euler	-17.64	-15.06	15.90	areal	1229	-60	-33
16:53:05.417 -> euler	-17.82	-14.82	15.86	areal	1216	-58	-57
16:53:05.417 -> euler	-18.01	-14.59	15.82	areal	1201	-60	-75
16:53:05.417 -> euler	-18.21	-14.37	15.80	areal	1192	-55	-92
16:53:05.417 -> euler	-18.37	-14.16	15.78	areal	1186	-45	-105
16:53:05.452 -> euler	-18.51	-13.96	15.77	areal	1182	-34	-117
16:53:05.452 -> euler	-18.64	-13.78	15.78	areal	1182	-19	-127
16:53:05.452 -> euler	-18.77	-13.61	15.78	areal	1184	-2	-140
16:53:05.452 -> euler	-18.90	-13.47	15.80	areal	1181	13	-152
16:53:05.487 -> euler	-19.05	-13.34	15.84	areal	1170	25	-163
16:53:05.487 -> euler	-19.22	-13.23	15.88	areal	1152	38	-167
16:53:05.487 -> euler	-19.41	-13.13	15.93	areal	1130	43	-167
16:53:05.534 -> euler	-19.61	-13.05	15.99	areal	1116	42	-165
16:53:05.534 -> euler	-19.82	-12.99	16.05	areal	1105	41	-158
16:53:05.534 -> euler	-20.01	-12.94	16.12	areal	1097	35	-153
16:53:05.534 -> euler	-20.18	-12.91	16.20	areal	1088	26	-150
16:53:05.534 -> euler	-20.33	-12.89	16.28	areal	1079	19	-148
16:53:05.569 -> euler	-20.44	-12.89	16.36	areal	1069	14	-147
16:53:05.569 -> euler	-20.52	-12.91	16.44	areal	1062	10	-144
16:53:05.569 -> euler	-20.59	-12.94	16.53	areal	1056	4	-138
16:53:05.615 -> euler	-20.67	-12.98	16.61	areal	1045	0	-132
16:53:05.615 -> euler	-20.77	-13.03	16.69	areal	1042	-3	-132
16:53:05.615 -> euler	-20.86	-13.09	16.77	areal	1038	-8	-134
16:53:05.615 -> euler	-20.96	-13.17	16.84	areal	1037	-13	-143
16:53:05.615 -> euler	-21.05	-13.26	16.91	areal	1033	-17	-159
16:53:05.653 -> euler	-21.13	-13.35	16.97	areal	1032	-20	-179
16:53:05.653 -> euler	-21.20	-13.45	17.04	areal	1032	-12	-198
16:53:05.653 -> euler	-21.26	-13.57	17.10	areal	1038	2	-213
16:53:05.653 -> euler	-21.31	-13.68	17.15	areal	1052	19	-222
16:53:05.700 -> euler	-21.36	-13.81	17.21	areal	1075	35	-227
16:53:05.700 -> euler	-21.41	-13.93	17.26	areal	1106	47	-231
16:53:05.700 -> euler	-21.45	-14.07	17.32	areal	1140	51	-231
16:53:05.700 -> euler	-21.51	-14.21	17.38	areal	1177	49	-230
16:53:05.700 -> euler	-21.54	-14.35	17.43	areal	1208	45	-231
16:53:05.736 -> euler	-21.56	-14.51	17.48	areal	1234	44	-232
16:53:05.736 -> euler	-21.57	-14.67	17.54	areal	1253	46	-229
16:53:05.736 -> euler	-21.57	-14.83	17.60	areal	1264	56	-226
16:53:05.784 -> euler	-21.56	-14.99	17.64	areal	1270	71	-223
16:53:05.784 -> euler	-21.55	-15.15	17.69	areal	1274	87	-212
16:53:05.784 -> euler	-21.58	-15.31	17.73	areal	1281	96	-203
16:53:05.784 -> euler	-21.63	-15.45	17.77	areal	1292	97	-190
16:53:05.784 -> euler	-21.73	-15.59	17.81	areal	1308	88	-174
16:53:05.834 -> euler	-21.84	-15.72	17.85	areal	1328	74	-154
16:53:05.834 -> euler	-21.96	-15.85	17.88	areal	1348	58	-138
16:53:05.834 -> euler	-22.06	-15.97	17.91	areal	1365	44	-126
16:53:05.834 -> euler	-22.14	-16.08	17.94	areal	1381	33	-115
16:53:05.834 -> euler	-22.20	-16.19	17.97	areal	1396	28	-112
16:53:05.872 -> euler	-22.23	-16.29	18.00	areal	1408	27	-111
16:53:05.872 -> euler	-22.24	-16.39	18.02	areal	1419	31	-114
16:53:05.872 -> euler	-22.25	-16.47	18.04	areal	1426	35	-114
16:53:05.872 -> euler	-22.26	-16.55	18.06	areal	1437	36	-111
16:53:05.917 -> euler	-22.31	-16.62	18.08	areal	1448	37	-107
16:53:05.917 -> euler	-22.36	-16.67	18.10	areal	1462	35	-101
16:53:05.917 -> euler	-22.42	-16.72	18.12	areal	1474	26	-94
16:53:05.917 -> euler	-22.48	-16.76	18.14	areal	1482	15	-86
16:53:05.967 -> euler	-22.51	-16.78	18.16	areal	1487	8	-81
16:53:05.967 -> euler	-22.53	-16.81	18.17	areal	1493	4	-74
16:53:05.967 -> euler	-22.53	-16.82	18.18	areal	1499	2	-69
16:53:05.967 -> euler	-22.53	-16.82	18.20	areal	1504	2	-63
16:53:05.967 -> euler	-22.54	-16.82	18.20	areal	1509	1	-60
16:53:06.006 -> euler	-22.56	-16.80	18.22	areal	1509	-4	-54
16:53:06.006 -> euler	-22.58	-16.77	18.22	areal	1509	-14	-50
16:53:06.006 -> euler	-22.60	-16.74	18.23	areal	1513	-25	-44
16:53:06.006 -> euler	-22.63	-16.70	18.24	areal	1513	-36	-37
16:53:06.050 -> euler	-22.66	-16.66	18.23	areal	1513	-48	-31
16:53:06.050 -> euler	-22.70	-16.61	18.23	areal	1512	-59	-31
16:53:06.050 -> euler	-22.74	-16.56	18.23	areal	1509	-70	-34
16:53:06.050 -> euler	-22.76	-16.50	18.22	areal	1506	-79	-38
16:53:06.085 -> euler	-22.77	-16.43	18.20	areal	1501	-84	-48
16:53:06.085 -> euler	-22.77	-16.37	18.19	areal	1499	-84	-59
16:53:06.085 -> euler	-22.77	-16.30	18.17	areal	1493	-76	-75
16:53:06.085 -> euler	-22.75	-16.22	18.15	areal	1488	-61	-90
16:53:06.119 -> euler	-22.75	-16.15	18.13	areal	1483	-42	-101
16:53:06.119 -> euler	-22.75	-16.07	18.11	areal	1477	-23	-113
16:53:06.119 -> euler	-22.76	-15.99	18.09	areal	1470	-3	-126
16:53:06.168 -> euler	-22.78	-15.90	18.07	areal	1459	10	-135
16:53:06.168 -> euler	-22.81	-15.80	18.06	areal	1446	16	-146
16:53:06.168 -> euler	-22.84	-15.71	18.04	areal	1429	15	-154
16:53:06.168 -> euler	-22.87	-15.60	18.03	areal	1410	9	-163
16:53:06.168 -> euler	-22.89	-15.49	18.01	areal	1386	1	-172
16:53:06.215 -> euler	-22.90	-15.38	17.99	areal	1364	-13	-180
16:53:06.215 -> euler	-22.92	-15.26	17.97	areal	1344	-28	-189
16:53:06.215 -> euler	-22.93	-15.14	17.94	areal	1324	-41	-196
16:53:06.215 -> euler	-22.96	-15.02	17.91	areal	1308	-51	-200
16:53:06.215 -> euler	-22.98	-14.89	17.86	areal	1295	-57	-207
16:53:06.254 -> euler	-23.02	-14.77	17.81	areal	1283	-58	-211
16:53:06.254 -> euler	-23.06	-14.64	17.76	areal	1270	-57	-212
16:53:06.254 -> euler	-23.09	-14.51	17.70	areal	1257	-57	-211
16:53:06.254 -> euler	-23.11	-14.38	17.63	areal	1245	-58	-208
16:53:06.288 -> euler	-23.15	-14.24	17.57	areal	1232	-60	-203
16:53:06.288 -> euler	-23.18	-14.11	17.51	areal	1217	-63	-201
16:53:06.288 -> euler	-23.23	-13.98	17.44	areal	1201	-65	-198
16:53:06.332 -> euler	-23.28	-13.86	17.37	areal	1185	-67	-196
16:53:06.332 -> euler	-23.33	-13.73	17.30	areal	1168	-71	-194
16:53:06.332 -> euler	-23.38	-13.61	17.23	areal	1151	-74	-194
16:53:06.332 -> euler	-23.42	-13.50	17.16	areal	1133	-75	-193
16:53:06.332 -> euler	-23.46	-13.38	17.09	areal	1115	-74	-193
16:53:06.367 -> euler	-23.47	-13.27	17.02	areal	1097	-71	-193
16:53:06.367 -> euler	-23.48	-13.17	16.96	areal	1079	-69	-194
16:53:06.367 -> euler	-23.50	-13.06	16.90	areal	1063	-67	-195
16:53:06.410 -> euler	-23.52	-12.96	16.83	areal	1050	-67	-197
16:53:06.410 -> euler	-23.56	-12.86	16.77	areal	1038	-71	-197
16:53:06.410 -> euler	-23.61	-12.77	16.72	areal	1023	-77	-198
16:53:06.410 -> euler	-23.66	-12.67	16.67	areal	1005	-83	-204
16:53:06.410 -> euler	-23.71	-12.58	16.61	areal	983	-91	-210
16:53:06.447 -> euler	-23.75	-12.50	16.56	areal	959	-99	-217
16:53:06.447 -> euler	-23.80	-12.42	16.51	areal	936	-105	-225
16:53:06.447 -> euler	-23.84	-12.33	16.46	areal	915	-109	-231
16:53:06.483 -> euler	-23.87	-12.25	16.41	areal	899	-111	-239
16:53:06.483 -> euler	-23.90	-12.18	16.37	areal	888	-110	-245
16:53:06.483 -> euler	-23.94	-12.09	16.32	areal	880	-107	-249
16:53:06.483 -> euler	-23.99	-12.02	16.29	areal	878	-94	-253
16:53:06.519 -> euler	-24.07	-11.95	16.25	areal	882	-76	-262
16:53:06.519 -> euler	-24.20	-11.87	16.22	areal	889	-55	-266
16:53:06.519 -> euler	-24.41	-11.80	16.20	areal	894	-40	-271
16:53:06.563 -> euler	-24.71	-11.74	16.19	areal	897	-40	-271
16:53:06.563 -> euler	-25.11	-11.66	16.20	areal	898	-50	-267
16:53:06.563 -> euler	-25.57	-11.61	16.21	areal	889	-83	-259
16:53:06.563 -> euler	-26.05	-11.55	16.24	areal	874	-138	-251
16:53:06.563 -> euler	-26.52	-11.50	16.27	areal	866	-201	-238
16:53:06.597 -> euler	-26.95	-11.46	16.30	areal	858	-269	-224
16:53:06.597 -> euler	-27.36	-11.42	16.34	areal	842	-336	-213
16:53:06.597 -> euler	-27.79	-11.39	16.37	areal	815	-384	-202
16:53:06.636 -> euler	-28.24	-11.38	16.39	areal	781	-427	-199
16:53:06.636 -> euler	-28.71	-11.37	16.39	areal	763	-445	-213
16:53:06.636 -> euler	-29.20	-11.35	16.39	areal	761	-453	-242
16:53:06.636 -> euler	-29.69	-11.34	16.40	areal	764	-529	-253
16:53:06.679 -> euler	-30.15	-11.33	16.39	areal	800	-521	-247
16:53:06.679 -> euler	-30.52	-11.33	16.36	areal	835	-493	-243
16:53:06.679 -> euler	-30.77	-11.35	16.35	areal	832	-434	-227
16:53:06.679 -> euler	-30.94	-11.37	16.35	areal	802	-396	-210
16:53:06.715 -> euler	-31.04	-11.40	16.36	areal	752	-354	-191
16:53:06.715 -> euler	-31.06	-11.44	16.36	areal	748	-269	-184
16:53:06.715 -> euler	-30.98	-11.48	16.38	areal	751	-191	-185
16:53:06.715 -> euler	-30.82	-11.52	16.42	areal	746	-148	-191
16:53:06.751 -> euler	-30.64	-11.55	16.48	areal	740	-145	-198
16:53:06.751 -> euler	-30.47	-11.59	16.55	areal	726	-175	-203
16:53:06.751 -> euler	-30.36	-11.63	16.62	areal	698	-235	-208
16:53:06.751 -> euler	-30.35	-11.67	16.69	areal	662	-319	-214
16:53:06.789 -> euler	-30.41	-11.71	16.74	areal	623	-405	-226
16:53:06.789 -> euler	-30.53	-11.76	16.77	areal	585	-480	-238
16:53:06.789 -> euler	-30.66	-11.81	16.77	areal	552	-534	-255
16:53:06.837 -> euler	-30.80	-11.87	16.76	areal	523	-563	-279
16:53:06.837 -> euler	-30.93	-11.92	16.72	areal	497	-574	-303
16:53:06.837 -> euler	-31.06	-11.96	16.66	areal	475	-575	-323
16:53:06.837 -> euler	-31.18	-12.00	16.58	areal	458	-571	-336
16:53:06.837 -> euler	-31.31	-12.03	16.49	areal	449	-570	-347
16:53:06.882 -> euler	-31.44	-12.04	16.37	areal	446	-574	-353
16:53:06.882 -> euler	-31.56	-12.05	16.25	areal	454	-581	-353
16:53:06.882 -> euler	-31.64	-12.04	16.11	areal	472	-589	-354
16:53:06.882 -> euler	-31.67	-12.04	15.98	areal	501	-597	-350
16:53:06.882 -> euler	-31.67	-12.02	15.83	areal	533	-602	-345
16:53:06.920 -> euler	-31.63	-12.00	15.69	areal	563	-610	-340
16:53:06.920 -> euler	-31.61	-11.99	15.54	areal	582	-629	-328
16:53:06.920 -> euler	-31.62	-11.97	15.40	areal	588	-660	-311
16:53:06.920 -> euler	-31.70	-11.94	15.26	areal	583	-704	-294
16:53:06.969 -> euler	-31.83	-11.93	15.10	areal	572	-759	-279
16:53:06.969 -> euler	-32.00	-11.91	14.95	areal	557	-812	-261
16:53:06.969 -> euler	-32.19	-11.89	14.79	areal	545	-855	-249
16:53:06.969 -> euler	-32.37	-11.87	14.62	areal	542	-880	-243
16:53:07.012 -> euler	-32.54	-11.85	14.45	areal	539	-887	-244
16:53:07.012 -> euler	-32.69	-11.83	14.27	areal	531	-882	-244
16:53:07.012 -> euler	-32.84	-11.82	14.10	areal	514	-875	-243
16:53:07.012 -> euler	-32.98	-11.80	13.94	areal	493	-871	-239
16:53:07.012 -> euler	-33.12	-11.77	13.77	areal	471	-873	-234
16:53:07.058 -> euler	-33.25	-11.75	13.61	areal	453	-880	-227
16:53:07.058 -> euler	-33.34	-11.72	13.46	areal	444	-887	-216
16:53:07.058 -> euler	-33.36	-11.68	13.32	areal	446	-891	-209
16:53:07.058 -> euler	-33.32	-11.64	13.19	areal	452	-883	-201
16:53:07.099 -> euler	-33.23	-11.60	13.06	areal	452	-871	-194
16:53:07.099 -> euler	-33.13	-11.57	12.96	areal	441	-861	-186
16:53:07.099 -> euler	-33.04	-11.53	12.86	areal	420	-862	-177
16:53:07.099 -> euler	-33.00	-11.49	12.78	areal	392	-883	-164
16:53:07.135 -> euler	-33.01	-11.45	12.70	areal	367	-925	-149
16:53:07.135 -> euler	-33.06	-11.39	12.62	areal	349	-979	-135
16:53:07.135 -> euler	-33.10	-11.34	12.55	areal	343	-1034	-130
16:53:07.135 -> euler	-33.14	-11.29	12.48	areal	346	-1082	-131
16:53:07.179 -> euler	-33.15	-11.25	12.42	areal	352	-1121	-141
16:53:07.179 -> euler	-33.17	-11.21	12.35	areal	357	-1152	-156
16:53:07.179 -> euler	-33.20	-11.19	12.28	areal	353	-1173	-181
16:53:07.179 -> euler	-33.28	-11.16	12.21	areal	340	-1185	-210
16:53:07.215 -> euler	-33.44	-11.15	12.15	areal	321	-1194	-240
16:53:07.215 -> euler	-33.65	-11.14	12.08	areal	302	-1207	-263
16:53:07.215 -> euler	-33.90	-11.13	12.01	areal	286	-1219	-274
16:53:07.215 -> euler	-34.12	-11.13	11.94	areal	277	-1228	-281
16:53:07.254 -> euler	-34.28	-11.12	11.88	areal	276	-1227	-288
16:53:07.254 -> euler	-34.37	-11.12	11.82	areal	281	-1218	-294
16:53:07.254 -> euler	-34.40	-11.13	11.78	areal	284	-1209	-301
16:53:07.254 -> euler	-34.40	-11.13	11.74	areal	281	-1203	-304
16:53:07.288 -> euler	-34.41	-11.15	11.71	areal	277	-1200	-305
16:53:07.288 -> euler	-34.45	-11.16	11.68	areal	272	-1204	-305
16:53:07.288 -> euler	-34.54	-11.17	11.67	areal	273	-1212	-299
16:53:07.322 -> euler	-34.66	-11.19	11.66	areal	282	-1221	-291
16:53:07.322 -> euler	-34.77	-11.21	11.66	areal	297	-1228	-280
16:53:07.322 -> euler	-34.87	-11.24	11.66	areal	314	-1222	-270
16:53:07.322 -> euler	-34.94	-11.27	11.67	areal	326	-1208	-264
16:53:07.365 -> euler	-34.97	-11.31	11.70	areal	329	-1190	-258
16:53:07.365 -> euler	-34.96	-11.35	11.74	areal	322	-1173	-252
16:53:07.365 -> euler	-34.92	-11.40	11.79	areal	311	-1162	-247
16:53:07.365 -> euler	-34.87	-11.44	11.86	areal	295	-1161	-237
16:53:07.411 -> euler	-34.83	-11.49	11.93	areal	282	-1166	-226
16:53:07.411 -> euler	-34.78	-11.52	12.01	areal	273	-1173	-219
16:53:07.411 -> euler	-34.72	-11.57	12.10	areal	277	-1179	-214
16:53:07.411 -> euler	-34.65	-11.61	12.18	areal	289	-1177	-209
16:53:07.411 -> euler	-34.56	-11.66	12.27	areal	304	-1169	-211
16:53:07.453 -> euler	-34.45	-11.70	12.37	areal	317	-1158	-209
16:53:07.453 -> euler	-34.37	-11.75	12.47	areal	324	-1150	-202
16:53:07.453 -> euler	-34.32	-11.80	12.58	areal	324	-1151	-190
16:53:07.453 -> euler	-34.33	-11.84	12.68	areal	325	-1160	-179
16:53:07.487 -> euler	-34.39	-11.89	12.79	areal	330	-1172	-167
16:53:07.487 -> euler	-34.46	-11.93	12.89	areal	343	-1185	-163
16:53:07.487 -> euler	-34.53	-11.98	12.99	areal	364	-1190	-161
16:53:07.520 -> euler	-34.58	-12.03	13.09	areal	390	-1183	-160
16:53:07.520 -> euler	-34.62	-12.08	13.18	areal	413	-1174	-157
16:53:07.520 -> euler	-34.66	-12.13	13.28	areal	431	-1160	-151
16:53:07.520 -> euler	-34.71	-12.18	13.38	areal	443	-1143	-145
16:53:07.565 -> euler	-34.76	-12.24	13.48	areal	454	-1126	-138
16:53:07.565 -> euler	-34.84	-12.30	13.58	areal	470	-1108	-130
16:53:07.565 -> euler	-34.91	-12.35	13.68	areal	492	-1089	-123
16:53:07.565 -> euler	-34.95	-12.40	13.78	areal	523	-1066	-119
16:53:07.599 -> euler	-34.94	-12.45	13.89	areal	560	-1042	-119
16:53:07.599 -> euler	-34.87	-12.51	14.01	areal	596	-1021	-120
16:53:07.599 -> euler	-34.75	-12.56	14.13	areal	621	-1000	-118
16:53:07.637 -> euler	-34.63	-12.62	14.26	areal	632	-980	-113
16:53:07.637 -> euler	-34.52	-12.67	14.40	areal	637	-964	-103
16:53:07.637 -> euler	-34.45	-12.73	14.54	areal	636	-956	-90
16:53:07.637 -> euler	-34.42	-12.78	14.68	areal	638	-950	-80
16:53:07.682 -> euler	-34.39	-12.83	14.82	areal	647	-947	-72
16:53:07.682 -> euler	-34.34	-12.88	14.95	areal	667	-944	-66
16:53:07.682 -> euler	-34.25	-12.92	15.09	areal	696	-944	-64
16:53:07.682 -> euler	-34.14	-12.97	15.23	areal	726	-940	-62
16:53:07.682 -> euler	-34.03	-13.01	15.35	areal	744	-935	-61
16:53:07.717 -> euler	-33.93	-13.06	15.48	areal	750	-929	-55
16:53:07.717 -> euler	-33.88	-13.10	15.60	areal	745	-917	-52
16:53:07.717 -> euler	-33.88	-13.14	15.71	areal	731	-908	-51
16:53:07.754 -> euler	-33.91	-13.18	15.82	areal	719	-899	-48
16:53:07.754 -> euler	-33.95	-13.21	15.92	areal	714	-893	-48
16:53:07.754 -> euler	-33.96	-13.24	16.01	areal	721	-878	-47
16:53:07.754 -> euler	-33.93	-13.25	16.08	areal	736	-855	-53
16:53:07.799 -> euler	-33.85	-13.26	16.15	areal	758	-826	-61
16:53:07.799 -> euler	-33.74	-13.27	16.23	areal	781	-793	-65
16:53:07.799 -> euler	-33.64	-13.28	16.29	areal	803	-763	-67
16:53:07.799 -> euler	-33.54	-13.28	16.36	areal	817	-741	-67
16:53:07.846 -> euler	-33.46	-13.27	16.43	areal	821	-725	-60
16:53:07.846 -> euler	-33.35	-13.26	16.49	areal	817	-712	-48
16:53:07.846 -> euler	-33.21	-13.25	16.54	areal	811	-700	-39
16:53:07.846 -> euler	-33.03	-13.23	16.60	areal	815	-680	-31
16:53:07.846 -> euler	-32.82	-13.21	16.66	areal	825	-657	-27
16:53:07.883 -> euler	-32.58	-13.18	16.70	areal	840	-634	-30
16:53:07.883 -> euler	-32.35	-13.16	16.75	areal	853	-618	-29
16:53:07.883 -> euler	-32.14	-13.12	16.80	areal	861	-604	-25
16:53:07.883 -> euler	-31.96	-13.09	16.84	areal	864	-594	-22
16:53:07.922 -> euler	-31.83	-13.05	16.88	areal	862	-590	-18
16:53:07.922 -> euler	-31.72	-13.01	16.91	areal	859	-588	-13
16:53:07.922 -> euler	-31.62	-12.97	16.94	areal	855	-584	-9
16:53:07.922 -> euler	-31.49	-12.92	16.96	areal	855	-574	-7
16:53:07.962 -> euler	-31.33	-12.88	16.98	areal	855	-558	-3
16:53:07.962 -> euler	-31.13	-12.84	17.00	areal	855	-529	-4
16:53:07.962 -> euler	-30.92	-12.79	17.01	areal	849	-499	-7
16:53:07.962 -> euler	-30.75	-12.74	17.03	areal	838	-478	-9
16:53:07.998 -> euler	-30.62	-12.69	17.03	areal	823	-467	-11
16:53:07.998 -> euler	-30.56	-12.64	17.04	areal	810	-467	-11
16:53:07.998 -> euler	-30.53	-12.57	17.04	areal	801	-472	-12
16:53:08.037 -> euler	-30.52	-12.51	17.04	areal	795	-479	-14
16:53:08.037 -> euler	-30.47	-12.44	17.04	areal	791	-480	-21
16:53:08.037 -> euler	-30.41	-12.37	17.03	areal	787	-477	-29
16:53:08.037 -> euler	-30.31	-12.30	17.01	areal	784	-473	-36
16:53:08.079 -> euler	-30.22	-12.23	17.00	areal	776	-469	-39
16:53:08.079 -> euler	-30.15	-12.16	16.98	areal	768	-469	-39
16:53:08.079 -> euler	-30.11	-12.08	16.95	areal	760	-473	-37
16:53:08.079 -> euler	-30.12	-12.01	16.93	areal	757	-481	-37
16:53:08.119 -> euler	-30.13	-11.93	16.89	areal	759	-488	-39
16:53:08.119 -> euler	-30.16	-11.86	16.86	areal	770	-494	-42
16:53:08.119 -> euler	-30.16	-11.79	16.83	areal	788	-491	-45
16:53:08.119 -> euler	-30.11	-11.72	16.79	areal	814	-479	-51
16:53:08.152 -> euler	-30.01	-11.66	16.76	areal	834	-456	-56
16:53:08.152 -> euler	-29.86	-11.60	16.73	areal	842	-424	-57
16:53:08.152 -> euler	-29.70	-11.55	16.72	areal	833	-386	-58
16:53:08.152 -> euler	-29.55	-11.50	16.71	areal	813	-354	-60
16:53:08.195 -> euler	-29.43	-11.46	16.71	areal	786	-335	-55
16:53:08.195 -> euler	-29.32	-11.41	16.72	areal	762	-321	-47
16:53:08.195 -> euler	-29.21	-11.35	16.74	areal	744	-307	-41
16:53:08.195 -> euler	-29.09	-11.30	16.77	areal	729	-291	-37
16:53:08.231 -> euler	-28.96	-11.23	16.80	areal	715	-271	-36
